THRESHOLD_GEO,THRESHOLD_PNP,BACKBONE,GEO_HEAD,PNP_HEAD
0,0,0.025648121071907764,0.003719721444977973,0.0013995361621849812
0,0,0.025653459032018405,0.0036999455306870052,0.0013109947459246868
0,0,0.025650498002934723,0.0037111332514681494,0.001364604085803223
0,0,0.025643314246852428,0.003692639340312244,0.0013289291578798721
0,1,0.025700125909553697,0.003692858470365023,0.0013079129481831423
0,1,0.02565773392203622,0.003714254356395358,0.0013386541093962315
0,1,0.02565247267842866,0.0036778536350585713,0.001257202808912366
0,1,0.025641476470403945,0.0036942631961443487,0.0013372929211562642
0,2,0.025636668896708542,0.003713283243063742,0.0013203596755957756
0,2,0.02564507912283238,0.0036757886212748976,0.0012803220190107823
0,2,0.025658744818363815,0.003731347603771167,0.0013482953779972516
0,2,0.02562407583046036,0.003675907737432191,0.0012620698982992997
0,3,0.025638716340136643,0.0036670783039134663,0.001283671195881489
0,3,0.025640165635074177,0.003691741190134333,0.0013008913568531473
0,3,0.025635692830054232,0.0036725810914037703,0.0013072293544283662
0,3,0.025612805740167506,0.0036512141187603655,0.0012582227151888684
0,4,0.025642762700310694,0.0037691258640291216,0.0014049809658899903
0,4,0.025624128067507766,0.003710235914406486,0.0013414018226262086
0,4,0.025628342447229304,0.003673246357207879,0.0013046253406896423
0,4,0.025662062141614466,0.0037314597338151474,0.001372405130845996
0,5,0.02562762784998482,0.003699135260346035,0.00130662110586388
0,5,0.025648897556134333,0.0037166232195420144,0.001308729393909184
0,5,0.02564799043182761,0.0036780348459545236,0.0012679016414599922
0,5,0.025654584841014676,0.0037119514935721573,0.0013271244487558038
0,6,0.02564114335482606,0.0036450551715321265,0.0012461415253197535
0,6,0.02566064302690136,0.003723726578606054,0.001343821655982771
0,6,0.0256464245227667,0.00378164088843056,0.0014154550691063588
0,6,0.025639312664190166,0.003701569642035816,0.0013269182772208483
0,7,0.025637883741336947,0.0037465915065975144,0.0013899021626760562
0,7,0.025617026606908976,0.0036438209195740713,0.0012276703963438288
0,7,0.02565184351749336,0.0036751998039201285,0.001273054426583724
0,7,0.02563953357211386,0.0037286728172777938,0.0013403601920566497
0,8,0.025629843929066108,0.0037144330133182498,0.001343062084215956
0,8,0.025636423204858334,0.0037309936576116927,0.0013221917470964866
0,8,0.025650050987202962,0.0037294972687959673,0.0013381319030976067
0,8,0.025632913728268484,0.0038034320635816606,0.0013747216244108784
0,9,0.025668916736657804,0.003764244179145839,0.0013854667932416001
0,9,0.025652589231060865,0.0036585982393425626,0.0012700942888235053
0,9,0.02561721378364242,0.0036495711487264204,0.0012681777027841563
0,9,0.025620649250534675,0.0036399019959693153,0.001217884305291451
0,10,0.025667703724824464,0.003752858529631526,0.0013764173944647877
0,10,0.025658231038146486,0.003801443788390129,0.001467271334825991
0,10,0.02563000453146509,0.003702079329209832,0.0013038587601234516
0,10,0.025631196471528173,0.0036624860137892076,0.0012625442059615102
0,11,0.025685970538343567,0.00378250203644618,0.0014544656153959341
0,11,0.025636687487339934,0.0036956768506803575,0.0013266975812327403
0,11,0.025646306567777617,0.0036642690792154423,0.0012791360650832454
0,11,0.02565032830879761,0.0036704788306871285,0.0012948760840420922
0,12,0.02565414632539241,0.003732273920486944,0.0013674550922587515
0,12,0.025629378157930496,0.003706280712205439,0.0013115156388196808
0,12,0.025637694935983,0.003732085640494449,0.0013497679410741116
0,12,0.025635576063695435,0.003679876949470968,0.0012785875919060065
0,13,0.025632522910690077,0.0036817056198532763,0.0012932364476653628
0,13,0.0256446393355966,0.0036954251846346335,0.0013040707369024556
0,13,0.02564075775623608,0.003716618559347131,0.0013225918707366173
0,13,0.025660037061868188,0.0037495458092636023,0.0013897719064679666
0,14,0.02569043289702863,0.0036652890260880575,0.001288676988452864
0,14,0.02564175043744632,0.0036884373501659584,0.0013124255976902368
0,14,0.025653454831514794,0.0037019190032226154,0.0013101892468209068
0,14,0.02561996054644577,0.0035753308246150996,0.0011761825561571197
0,15,0.025665794055646236,0.003717536970567054,0.0013804754075140526
0,15,0.02571400474721136,0.003718256178455284,0.0013881550749572807
0,15,0.025658393011261254,0.003665806875468638,0.0012771725624751969
0,15,0.0256616368286837,0.0036863508144727884,0.0013196062875720552
0,16,0.02565532372249529,0.0036598069748530787,0.0012784675265160891
0,16,0.02566168390405484,0.0037005245225886123,0.0013252277524234393
0,16,0.025651812207741806,0.003718440791663642,0.0013532680375740315
0,16,0.02567183386104611,0.003633911653350179,0.0012450910089776303
1,0,0.025666730787055805,0.003666271388721772,0.001372725944010875
1,0,0.025665399913365642,0.0036090224826087554,0.0013162692865500082
1,0,0.025657467640196094,0.00365011201490863,0.0013394308366024724
1,0,0.02566373841598248,0.003705069170787166,0.0014074868850935346
2,0,0.025635750810854518,0.0035208516378098954,0.0013012488736794928
2,0,0.025646954860824803,0.0035647007875526564,0.0013578852184881003
2,0,0.025640419964941267,0.0035185388319242078,0.0013248460038971061
2,0,0.02564700985781084,0.003518812281366151,0.0013036791193418397
3,0,0.02565676373226616,0.0034983747388021304,0.0013213305160976374
3,0,0.025696216454395116,0.003509794975010057,0.001381657738238573
3,0,0.025633552723014968,0.0035228734065850193,0.0013670140626625372
3,0,0.025612341438252955,0.0034513444293481415,0.0012702041645892537
4,0,0.025610724528535054,0.0033857548334755194,0.0013489412179646585
4,0,0.025616673843409772,0.0033372952465493327,0.00129918328140122
4,0,0.025610695327393327,0.003430098150140391,0.0014479103187719981
4,0,0.025569379592362124,0.003320140490690485,0.001281762459816841
5,0,0.025583895167503028,0.003239656997940097,0.0012817081965458316
5,0,0.025591589802374633,0.0032338968860224273,0.0012714958845231777
5,0,0.025580599784063032,0.003262983124034527,0.0012825727015017318
5,0,0.025591352125271583,0.00326161325061455,0.0013288117091481884
6,0,0.025593012572528842,0.0031912005393025583,0.001386843159651527
6,0,0.025594232896438394,0.003120132878971979,0.0012707649503285305
6,0,0.02559078545309603,0.0031751410677455937,0.0013535949049326471
6,0,0.025574842219551405,0.003131559414144319,0.00128167212391511
7,0,0.02561387391343044,0.0031260917482611077,0.001338566789546838
7,0,0.02558110812678933,0.0031202932634653573,0.0013373634145141412
7,0,0.025578769645653664,0.003091769281010597,0.0012766872562515812
7,0,0.025600673525164333,0.003150828765370907,0.0013696755378101117
8,0,0.025597513652740954,0.0029688270529732107,0.001326881793852991
8,0,0.02558902003026257,0.0029356726457197696,0.0012916661315382674
8,0,0.025610888984579687,0.002907249914147915,0.0012577122071375832
8,0,0.025616678557931805,0.0029746699379757046,0.0013023217393754003
9,0,0.02562022522175446,0.002914924638417478,0.001327169017914014
9,0,0.025586380263289007,0.002892235776958748,0.001289315355153611
9,0,0.025593562371646745,0.0029196943168361216,0.0013412156219904622
9,0,0.02556774941846155,0.0028495298901525063,0.0012849423962716872
10,0,0.025590563085503303,0.002749355164213249,0.001272982193563038
10,0,0.025591978600296456,0.00280012471589427,0.0013244983364039888
10,0,0.025576346435655768,0.002731746128306557,0.0012454961659386754
10,0,0.02559652658095822,0.0027156567618919487,0.0012680300451719609
11,0,0.025619773427024484,0.002667600790468546,0.0012671916656052838
11,0,0.02560555265726856,0.0026123683696660477,0.001258456465215064
11,0,0.025601009220386352,0.002614841549896086,0.0012504967998187894
11,0,0.025619034302564195,0.0027204125558432097,0.0014092470740135281
12,0,0.025638413603584737,0.002556039151759484,0.0013481472075606387
12,0,0.025622741447594494,0.0025155024035857657,0.0013184321357701452
12,0,0.025627071166840883,0.002526249923408987,0.0013165438476090247
12,0,0.02564325569770657,0.002535687329677435,0.0013189984986988399
13,0,0.0256044732245545,0.002436746446153101,0.0012841671430625212
13,0,0.025612194254660072,0.002470224536358355,0.0013072184985503555
13,0,0.025629903187449926,0.0024217627494810866,0.0012515750128584795
13,0,0.025608270313853446,0.002467004669448122,0.0013083968293638184
14,0,0.025623613510591288,0.002400873041449067,0.0013330702884839132
14,0,0.025617747005218496,0.002350652539051878,0.0012852074584374443
14,0,0.02557839070005008,0.002330825059937361,0.0012427945710861911
14,0,0.02562819318845868,0.002341322439054075,0.0013111963438299987
15,0,0.02561513180247484,0.002334778124275498,0.0013501418241037009
15,0,0.025604000593272922,0.0023130274640443997,0.0013102635639743545
15,0,0.025616285896812304,0.0023091008188202977,0.0013097184262453364
15,0,0.025604644138962986,0.002305833359535497,0.0012951994995371655
16,0,0.025611210712351097,0.0020942895732915553,0.001305577219225084
16,0,0.02560681689542551,0.0020647624316505898,0.001292956554187605
16,0,0.02561946568103173,0.002098135268076872,0.001342721535370518
16,0,0.025623181821682897,0.002102003522360554,0.001348146122211638
